lsat,ugpa,zfygpa,race
25.0,2.4,-0.25,black
29.0,2.6,-2.58,black
37.0,3.6,1.54,white
37.0,3.3,0.88,white
36.0,3.3,0.06,white
30.5,3.3,-0.23,white
39.0,3.9,1.42,white
34.5,3.4,0.71,white
43.0,3.9,1.15,white
33.0,3.1,1.36,white
24.7,2.9,-0.45,black
40.0,3.6,0.23,white
31.3,3.0,-0.87,white
33.5,3.2,0.63,white
42.0,2.9,0.96,black
30.0,3.3,-0.04,white
40.0,3.6,0.22,white
38.0,3.1,-0.98,white
36.5,3.0,0.62,white
39.5,2.6,1.52,white
33.0,3.3,-0.14,white
35.0,3.3,1.34,white
42.0,3.1,-0.66,white
29.5,1.6,1.1,white
42.0,2.9,0.42,white
35.0,3.6,-0.29,white
34.0,3.1,0.86,white
45.0,3.4,0.17,white
35.0,3.2,-1.19,white
36.5,3.4,0.87,white
27.0,3.3,-1.14,black
35.0,2.6,1.85,white
31.0,3.1,0.62,white
38.5,3.5,0.3,white
26.0,3.2,-1.21,black
38.0,3.0,-0.51,white
35.0,4.0,-1.51,white
45.0,3.1,2.15,white
35.0,2.9,-2.9,white
36.0,3.2,-2.15,white
41.5,2.3,0.44,white
41.0,3.0,-0.4,white
27.0,3.0,-1.42,black
36.0,2.4,-0.37,white
40.0,3.3,0.69,white
36.0,3.0,-1.27,white
28.7,3.3,0.43,white
36.0,3.2,-0.11,white
39.0,3.6,1.68,white
41.0,3.3,-1.23,white
40.0,3.3,0.49,white
43.0,3.4,-0.26,white
37.0,3.0,-0.05,white
23.0,2.1,-1.52,black
29.0,3.4,-0.19,white
44.0,3.4,0.81,white
37.0,3.8,0.62,white
33.0,2.9,0.86,white
39.0,4.0,0.49,white
39.0,3.6,-0.69,white
24.0,3.4,-1.49,black
16.0,2.9,-0.5,black
46.0,3.5,-0.5,white
36.5,2.5,-0.51,white
34.0,3.0,-0.4,white
32.0,4.0,-0.68,white
44.5,3.2,0.56,white
34.0,3.3,1.36,white
35.0,3.4,-0.17,white
37.0,3.1,-1.44,white
22.0,2.9,0.67,black
44.0,3.6,-0.3,white
40.0,3.1,1.06,white
44.0,3.9,0.74,white
46.0,3.6,1.34,white
24.0,2.6,-0.42,white
41.0,3.5,1.69,white
44.0,3.9,0.19,white
41.0,3.8,0.62,white
40.0,2.4,-0.31,white
37.5,3.3,1.15,white
36.0,2.8,-1.19,white
40.0,3.6,0.54,white
31.5,2.2,-0.51,black
30.0,3.5,-1.26,white
31.0,3.1,0.93,white
40.0,3.3,0.18,white
42.0,2.6,0.96,white
35.0,3.3,-0.43,white
42.0,2.8,0.58,white
38.0,3.5,-1.51,white
39.0,3.5,-0.04,white
37.0,4.0,-0.27,white
29.0,3.8,-0.81,white
45.0,2.9,0.46,white
44.0,3.6,1.07,white
35.0,3.3,0.86,white
37.5,2.7,1.18,white
29.0,3.7,0.98,white
30.0,2.9,1.24,white
39.0,3.3,-1.03,white
47.0,3.2,0.95,white
41.0,3.4,1.17,white
48.0,3.5,-0.15,white
35.0,2.6,-0.25,white
41.0,2.6,0.26,white
38.0,3.0,-1.68,white
22.5,2.3,-2.27,black
34.0,2.8,-0.89,white
40.0,2.8,-0.04,white
40.0,3.9,-0.12,white
35.5,3.7,0.15,white
40.0,3.4,0.03,white
48.0,3.7,0.75,white
40.0,2.7,-0.96,white
46.0,3.3,1.54,white
36.0,3.3,-0.71,white
32.5,3.0,0.51,white
28.7,3.5,-0.56,white
41.0,3.5,0.58,white
40.0,3.6,0.02,white
43.0,3.2,0.85,white
45.0,3.6,1.26,white
34.0,3.6,0.47,white
34.0,3.1,-1.26,white
41.0,3.3,-0.15,white
38.0,3.0,-0.05,white
35.0,2.8,1.14,white
33.0,2.9,0.19,white
41.0,2.9,-0.57,white
36.0,2.9,0.43,white
35.0,3.7,-0.99,white
40.0,3.0,2.24,white
42.0,3.6,-1.21,white
35.0,3.3,-0.01,white
37.0,3.3,-0.19,white
33.0,2.5,0.21,white
43.0,3.5,0.71,white
33.0,3.9,-0.35,white
37.0,2.9,1.14,white
33.0,3.1,-0.19,white
35.0,3.0,1.56,black
36.0,2.9,-1.26,white
38.0,2.8,-0.58,white
26.3,3.6,-0.56,white
37.0,2.7,1.88,white
27.0,3.7,-2.69,black
44.0,3.4,0.42,white
41.0,3.3,-1.81,white
33.5,2.7,0.63,white
44.0,3.6,0.42,white
40.0,3.9,1.03,white
45.0,3.8,1.01,white
34.0,3.5,0.17,white
37.0,3.2,0.62,white
31.0,3.1,-0.36,white
32.5,3.3,-0.48,white
40.0,3.3,1.48,white
34.0,3.1,0.2,white
32.0,3.0,-0.45,white
33.0,3.4,0.76,white
42.0,3.0,0.78,white
38.0,3.5,0.99,white
35.0,2.6,1.07,white
45.0,3.3,-0.07,white
40.0,3.8,1.54,white
40.0,3.8,-0.68,white
42.0,3.5,1.31,white
32.7,3.1,0.1,white
41.0,2.7,-0.92,white
41.0,3.4,1.2,white
34.0,3.2,-0.66,white
40.0,2.6,0.83,white
40.0,2.6,-0.09,white
34.5,3.5,0.7,white
43.0,3.6,1.66,white
41.0,3.0,-0.98,white
36.0,2.8,1.28,white
38.0,3.7,0.33,white
32.0,3.1,0.58,white
36.0,3.1,0.12,white
35.0,3.3,0.19,white
46.0,4.0,-0.19,white
28.0,3.2,0.31,white
29.5,2.9,-0.33,white
21.0,2.5,-3.57,black
36.0,2.8,-1.06,white
40.0,3.0,-0.47,white
38.0,3.4,-1.02,white
36.0,3.4,-0.6,white
34.0,3.7,-0.8,white
31.0,3.6,0.46,white
41.0,3.5,0.73,white
46.0,3.1,0.57,white
31.0,3.5,-2.35,black
41.0,3.9,1.2,white
40.0,3.7,-0.19,white
47.0,3.6,-0.12,white
36.0,2.7,0.06,white
40.0,3.2,-0.56,white
29.0,2.4,-0.59,black
35.0,3.3,-1.66,black
32.0,3.3,0.36,white
37.0,3.6,0.8,white
44.0,3.3,0.52,white
35.0,2.9,-0.64,white
44.0,3.5,1.06,white
36.0,3.3,0.69,white
31.0,3.2,-1.18,white
44.0,3.7,1.02,white
39.0,2.9,0.27,white
33.0,3.5,0.12,white
44.0,3.6,-0.6,white
34.5,2.9,0.52,black
35.0,3.1,0.56,white
40.0,2.7,-0.24,white
33.0,3.2,0.46,white
40.0,2.8,3.11,white
38.0,3.4,-0.35,white
39.0,2.7,-0.23,white
37.0,3.1,0.2,white
48.0,3.5,1.25,white
33.0,3.6,0.02,white
41.0,2.8,0.11,white
42.0,3.7,0.29,white
33.0,2.8,1.08,white
41.0,3.8,0.47,white
40.0,3.3,1.49,white
38.0,2.7,-0.17,white
36.0,3.4,0.11,white
36.0,3.3,1.51,white
42.0,3.7,1.14,white
48.0,4.0,-0.96,white
36.0,3.4,-0.34,white
44.0,3.6,-1.1,white
34.0,3.3,-0.98,white
37.0,3.4,-0.5,white
34.0,2.4,-0.05,white
28.0,3.4,-0.54,white
24.0,2.2,-1.73,black
35.0,3.7,0.45,white
42.0,3.4,0.09,white
45.0,2.1,-0.68,white
40.0,2.5,-0.82,white
29.5,2.7,-1.84,black
33.0,2.4,-0.99,white
41.0,3.9,-0.55,white
41.0,3.4,0.98,white
33.0,3.3,1.27,white
37.0,3.0,-0.27,white
34.0,4.0,-0.1,white
48.0,4.0,1.64,white
41.0,2.9,0.75,white
34.5,2.9,0.52,white
39.0,2.4,-0.06,black
36.5,3.2,-0.77,white
46.0,3.1,2.03,white
38.0,3.3,-0.5,white
34.0,3.3,-0.33,white
24.0,3.4,-1.14,white
41.0,3.4,0.24,white
39.0,2.9,-0.29,white
36.0,3.1,-0.49,white
33.5,3.3,-0.22,white
45.0,2.2,0.12,white
32.3,3.1,0.05,white
28.0,2.3,0.46,white
37.0,3.3,-1.24,white
36.0,3.4,1.15,white
35.0,2.9,-0.24,white
45.0,3.1,0.35,white
42.0,3.2,-0.76,white
46.0,3.8,1.27,white
37.0,3.0,0.74,white
34.0,2.8,-0.47,white
37.0,3.1,0.63,white
28.0,2.4,-1.92,black
37.0,3.2,0.15,white
33.0,2.8,-0.71,white
33.0,2.9,-0.44,white
31.5,3.0,-0.12,white
23.0,2.8,-1.81,black
25.5,2.7,0.02,white
37.0,2.8,0.73,white
39.0,3.1,1.02,white
35.5,3.3,0.17,white
37.0,2.7,2.09,white
45.0,3.3,0.68,white
20.0,3.0,-3.3,white
37.0,2.3,-0.59,white
27.5,3.5,0.25,white
30.0,3.3,-0.28,white
37.0,3.2,-0.2,white
34.0,3.8,-0.79,white
38.0,2.7,0.68,white
30.0,3.7,-0.4,white
24.5,3.8,0.5,white
44.0,3.9,-0.96,white
34.0,3.5,-0.44,white
32.0,2.6,-0.63,white
34.5,3.3,-1.23,white
36.0,3.1,-1.54,white
40.0,3.5,0.77,white
41.0,2.8,0.8,white
46.0,3.5,0.94,white
38.0,3.8,0.59,white
39.0,3.5,0.59,white
33.0,2.5,0.98,white
22.5,2.3,-0.17,black
43.0,3.3,-0.94,white
35.5,3.9,1.08,white
42.0,3.4,-0.3,white
34.0,2.9,-0.41,white
27.5,3.2,1.52,white
30.5,3.2,-0.12,white
29.0,3.7,1.27,white
44.0,2.3,1.26,white
46.0,2.9,-1.36,white
39.5,3.4,0.87,white
37.0,3.4,0.56,white
28.0,3.2,0.25,black
36.0,3.6,1.8,white
41.0,3.6,-0.34,white
33.0,3.0,0.08,white
44.0,3.3,-0.08,white
44.0,3.6,0.8,white
42.0,3.0,-1.67,white
45.0,4.0,-0.49,white
42.0,3.6,0.93,white
37.0,2.9,-0.86,white
39.0,3.8,-0.31,white
38.0,3.2,-0.3,white
39.0,3.6,0.99,white
44.0,3.4,0.51,white
42.0,2.6,1.21,white
37.0,2.9,-0.17,white
32.3,3.2,-1.51,white
41.0,3.3,0.42,white
27.0,2.5,-2.08,black
24.0,3.3,0.18,black
31.0,2.6,-1.26,black
39.0,3.8,-0.6,white
43.0,3.1,1.59,white
39.0,3.8,0.95,white
41.0,3.6,0.36,white
39.0,3.1,0.07,white
37.0,3.5,0.74,white
48.0,3.7,1.77,white
33.0,3.2,-0.56,white
37.0,3.6,1.45,white
28.0,2.9,-1.4,white
37.0,3.1,-0.48,white
39.0,3.6,0.15,white
36.0,3.2,-0.45,white
41.0,3.3,-0.07,white
34.0,2.5,1.91,white
30.0,3.4,0.89,white
48.0,2.8,1.04,white
36.0,3.5,0.34,white
26.0,2.5,-0.69,white
41.0,4.0,-0.32,white
38.0,3.1,-0.48,white
38.0,2.8,-1.81,white
22.0,2.8,-0.05,black
40.0,3.3,-0.95,white
38.0,3.5,-0.27,white
45.0,3.6,0.66,white
21.0,2.7,-1.22,black
36.0,3.5,0.5,white
44.0,3.5,0.32,white
39.0,2.7,0.82,white
41.0,3.5,0.08,white
38.0,3.3,0.47,white
43.0,3.4,1.74,white
30.0,3.1,0.97,black
31.0,3.0,-2.71,white
43.0,4.0,1.51,white
42.0,4.0,1.64,white
47.0,3.9,-0.22,white
27.0,2.7,-0.73,white
41.0,3.3,2.08,white
42.0,3.2,-0.06,white
36.0,2.8,-0.56,white
32.5,3.2,0.76,white
40.0,3.6,0.12,white
35.0,2.7,-1.61,white
44.0,3.5,-0.48,white
39.0,3.4,2.24,white
38.0,3.5,-0.91,white
39.0,3.0,-0.01,white
31.5,3.5,0.02,white
42.0,3.0,1.01,white
18.0,3.5,-1.14,black
32.0,2.3,-0.98,white
45.0,3.2,-0.69,white
36.5,2.9,0.04,white
38.0,2.8,-0.79,white
40.0,3.1,0.7,white
37.0,3.7,2.39,white
37.0,3.3,0.84,white
34.0,2.9,-0.94,white
38.0,2.9,-1.38,white
35.0,3.2,1.7,white
36.0,3.2,-0.19,white
22.0,2.6,-0.99,black
33.5,2.7,2.32,white
31.0,3.6,1.19,white
38.0,3.8,0.54,white
44.0,3.3,-0.69,white
36.0,3.5,-0.16,white
47.0,3.7,-0.22,white
36.0,3.5,-1.03,white
40.0,2.6,-0.93,white
39.0,3.2,0.27,white
37.0,3.2,-0.12,white
30.5,2.7,0.78,white
29.0,3.0,-1.08,black
37.0,3.0,0.37,white
35.0,3.6,0.31,white
36.0,3.4,1.66,white
35.0,3.8,0.07,white
34.3,2.6,-0.58,white
31.0,3.4,-0.18,white
47.0,3.7,0.56,white
26.0,2.8,1.26,white
41.0,4.0,1.26,white
38.5,3.6,0.5,white
38.0,2.9,1.16,white
27.0,3.2,-0.37,white
28.0,3.7,-0.89,white
39.0,3.1,1.25,white
32.0,3.2,-0.67,white
31.0,3.4,-0.46,white
40.0,3.0,0.77,white
36.0,3.7,0.1,white
19.0,2.8,-1.23,black
27.5,3.8,0.46,white
40.0,4.0,0.66,white
27.7,3.2,-1.1,white
34.0,2.7,-0.6,white
46.0,3.9,-0.42,white
37.0,3.7,0.9,white
37.0,3.5,0.6,white
44.0,3.3,-0.57,white
33.0,3.5,-0.49,black
42.0,3.3,-0.69,white
33.0,3.4,-1.4,white
41.0,3.8,0.7,white
35.0,3.2,-0.15,white
39.5,3.5,0.2,white
33.0,3.7,-0.64,white
35.0,3.4,0.02,white
41.0,2.9,2.07,white
33.0,3.1,-1.72,white
38.0,2.9,0.26,white
34.0,3.2,1.09,white
22.5,1.9,-0.79,black
37.0,3.4,0.58,white
48.0,3.6,-0.31,white
43.0,3.5,0.75,white
33.0,3.5,0.89,white
40.0,3.5,-0.63,white
42.0,3.4,0.83,white
29.0,3.1,-0.07,white
29.5,2.9,-0.35,white
29.0,3.3,-0.18,black
37.0,3.8,0.77,white
42.0,3.5,0.05,white
44.0,3.7,0.27,white
38.0,2.2,-0.06,white
36.0,3.3,-1.4,white
38.0,3.5,0.58,white
43.0,3.8,-0.84,white
26.0,3.2,-1.57,black
31.0,3.5,-1.54,white
38.0,2.7,0.51,white
35.0,2.5,-0.17,black
32.0,3.7,-0.76,white
43.0,3.5,-0.49,white
40.0,2.8,0.45,white
44.0,2.8,0.02,white
27.0,3.1,0.26,white
42.0,3.3,0.62,white
35.0,2.9,-0.51,white
37.0,2.9,0.85,white
40.0,3.3,0.75,white
29.0,3.5,-0.08,white
34.0,2.6,-1.78,black
34.0,2.6,-0.17,white
33.0,3.3,-0.38,white
43.0,3.3,1.8,white
28.0,2.5,0.38,black
30.0,2.9,-1.24,white
36.5,2.7,-1.61,white
37.0,3.4,-0.39,white
37.0,2.9,-0.81,white
17.3,2.1,-2.14,black
41.0,2.7,-0.18,white
37.0,3.1,-0.69,white
33.0,2.6,-1.35,black
33.0,3.4,-0.11,white
41.0,3.2,0.2,white
29.0,3.2,-0.59,white
26.0,3.4,-1.77,black
40.0,3.8,1.71,white
44.0,3.5,0.61,white
33.5,2.5,-0.01,white
29.3,3.2,-0.88,white
34.0,3.8,0.38,white
42.0,3.7,0.46,white
37.0,3.4,-0.22,white
40.0,2.9,0.56,white
48.0,3.8,1.78,white
27.0,2.7,-1.19,white
43.0,3.2,-1.07,white
40.0,3.6,1.57,white
37.0,3.1,0.6,white
39.0,3.3,0.22,white
37.5,3.3,-0.9,white
32.0,3.3,-1.17,white
39.0,4.0,1.77,white
31.0,3.0,-1.16,black
32.0,3.0,0.1,white
34.0,2.7,-0.69,white
44.0,3.4,1.45,white
39.0,3.2,-0.62,black
26.0,3.2,0.06,white
40.0,2.4,0.49,white
41.0,3.7,0.11,white
36.0,3.6,-0.61,white
39.0,2.9,0.51,white
43.0,2.8,0.48,white
37.0,2.8,0.23,white
41.0,3.3,2.45,white
35.0,3.9,-0.16,white
39.0,3.7,0.06,white
48.0,3.3,1.34,white
48.0,3.5,1.48,white
41.0,2.8,-0.37,white
40.0,3.1,1.62,white
34.0,3.2,-0.41,white
45.0,3.5,0.34,white
35.0,3.2,1.21,white
36.0,3.1,0.79,white
36.0,3.5,-1.47,white
34.0,3.5,0.59,white
40.0,2.8,0.75,white
39.0,3.3,0.14,white
47.0,3.9,0.82,white
38.0,3.4,0.29,white
38.0,2.3,0.84,white
45.0,3.4,0.96,white
27.0,3.8,-0.03,white
40.0,2.7,0.06,white
36.0,2.9,-1.28,white
42.0,2.6,-0.15,white
45.0,3.6,0.51,white
40.0,2.9,0.08,white
33.5,3.4,-0.54,white
42.0,3.8,0.27,white
28.0,3.3,0.01,white
37.0,3.3,0.0,white
41.0,3.5,0.35,white
38.0,3.6,-0.18,white
48.0,3.7,2.18,white
42.0,3.0,-0.4,white
42.0,3.2,1.06,white
38.0,3.7,0.55,white
35.0,2.9,-1.36,white
41.0,2.7,0.57,white
31.0,3.3,-1.3,black
42.0,3.4,-2.69,white
31.0,3.4,-0.58,black
36.0,3.3,-0.49,white
33.3,3.2,-1.58,white
36.0,3.7,0.24,white
35.0,3.3,-0.85,white
39.0,3.0,-0.22,white
37.0,3.9,-0.71,white
40.0,3.7,0.67,white
37.0,3.7,2.0,white
32.0,3.8,1.25,white
30.5,3.1,0.87,white
27.0,2.7,0.31,white
29.0,3.6,-1.07,white
36.0,3.0,-2.19,black
35.0,3.1,-0.65,white
27.0,2.9,-1.94,black
32.0,3.2,1.55,white
40.0,2.9,0.36,white
33.0,3.0,-0.1,white
44.0,3.5,-1.07,white
42.0,2.8,-0.16,white
41.0,3.5,-0.14,white
40.0,3.6,-0.79,white
37.0,3.5,0.11,white
38.0,2.7,0.21,white
38.0,2.5,0.74,white
31.0,2.8,0.2,white
38.0,3.2,0.23,white
37.0,3.4,-0.31,white
34.0,3.3,-1.44,white
39.5,3.5,-0.52,white
29.0,3.4,-0.58,white
37.0,2.9,0.0,white
33.5,2.5,0.75,white
39.5,3.2,0.36,white
48.0,2.7,0.15,white
40.0,3.9,-0.07,white
39.0,3.1,0.19,white
37.0,3.1,-1.35,white
43.0,3.6,1.31,white
38.0,3.0,0.23,white
43.0,3.6,-0.26,white
47.0,3.7,-0.5,white
39.0,3.7,0.48,white
28.0,2.7,-1.4,black
33.0,3.5,-0.54,white
45.0,3.7,0.58,white
37.0,2.9,0.2,white
48.0,3.5,0.5,white
41.0,3.7,1.17,white
32.0,2.2,-0.91,black
30.0,2.7,-1.01,white
34.0,3.4,-0.43,white
35.0,3.5,1.08,white
35.0,3.6,1.37,white
41.0,3.6,1.22,white
37.0,2.9,-0.04,white
27.0,2.6,-1.36,black
32.0,2.3,-1.09,black
41.0,3.3,-0.81,white
30.0,2.7,-2.89,black
33.0,3.2,-1.31,white
35.0,2.8,-0.72,white
36.0,3.6,0.59,white
38.0,3.7,1.68,white
41.0,3.7,-1.21,white
31.0,3.4,-0.77,white
42.0,2.9,0.6,white
46.0,3.2,-0.85,white
38.0,3.2,0.16,white
37.0,3.4,0.32,white
42.0,2.4,1.61,white
42.0,3.4,1.64,white
33.5,3.2,-0.32,white
37.0,3.6,1.47,white
33.0,3.4,-0.46,white
27.0,3.6,-0.2,white
38.0,3.0,-1.09,white
39.0,2.8,-0.38,white
33.0,3.1,0.78,white
43.0,2.5,-0.74,white
41.5,3.7,1.83,white
34.0,3.0,-1.27,white
25.0,3.7,0.79,white
35.0,3.5,-1.3,white
40.0,2.8,0.67,white
28.5,3.4,-1.32,white
26.0,3.1,-0.14,white
33.0,2.3,0.14,white
33.0,3.1,-0.16,white
29.0,3.5,-0.26,white
26.5,2.4,-2.31,white
31.0,2.7,-1.23,black
41.0,3.8,-0.34,white
38.0,3.2,0.21,white
39.0,2.9,0.57,white
40.0,3.3,1.25,white
40.0,3.6,1.81,white
36.0,3.0,-0.03,white
35.0,3.4,-0.32,white
33.5,2.9,-0.21,white
43.0,3.4,0.26,white
33.5,2.9,-1.43,white
46.0,3.4,0.0,white
39.0,4.0,0.88,white
32.0,3.6,0.21,white
37.0,3.3,-0.09,white
37.0,3.5,-0.47,white
40.0,3.4,-1.7,white
43.0,3.4,-1.14,white
34.5,3.1,0.05,white
39.0,3.5,-0.24,white
37.0,3.4,1.23,white
35.5,3.9,1.03,white
40.0,3.6,0.2,white
46.0,3.8,0.74,white
40.0,3.0,1.17,white
37.0,2.8,-0.29,white
31.0,3.3,0.36,white
38.0,3.1,0.93,white
29.0,3.0,-2.16,black
39.0,3.5,0.76,white
37.0,2.8,0.55,white
35.0,3.4,0.26,white
35.0,2.7,-0.57,white
37.0,3.6,-0.21,white
42.0,2.7,1.77,white
32.0,3.2,-0.14,white
33.0,3.4,-0.38,white
44.0,3.5,-1.98,white
37.0,2.7,-0.42,white
29.0,2.6,0.06,white
35.0,4.0,-0.37,white
39.0,3.4,1.0,white
33.5,3.3,0.47,white
33.0,3.5,0.54,white
40.0,3.5,-0.37,white
37.0,3.3,-0.03,black
47.0,3.4,-0.85,white
41.0,3.7,2.32,white
43.0,3.5,0.06,white
35.0,2.9,0.72,white
35.0,2.7,-0.6,white
39.0,3.6,1.21,white
37.0,2.6,-0.78,white
39.0,3.6,0.54,white
42.0,3.8,0.45,white
36.0,3.0,1.37,white
22.0,2.8,-1.33,black
46.0,3.4,1.51,white
36.0,3.4,1.34,white
33.0,2.8,-0.13,white
44.0,3.6,1.29,white
39.0,3.2,2.27,white
41.0,2.3,-0.47,white
34.0,3.6,0.88,white
38.0,3.6,-0.3,white
32.5,2.6,1.13,white
36.0,3.6,-0.74,white
44.0,3.2,1.9,white
32.0,2.7,-0.69,white
35.5,2.5,0.85,white
43.0,3.2,-0.66,white
39.0,3.0,1.56,white
26.5,2.8,-1.29,white
29.0,3.6,0.94,white
38.0,3.2,0.25,white
40.0,3.4,-0.66,white
42.0,3.1,0.04,white
46.0,3.4,0.6,white
34.0,2.9,0.21,white
35.0,3.4,-0.19,white
34.0,4.0,1.88,white
40.0,3.3,1.11,white
23.0,2.5,0.8,black
41.0,3.9,0.51,white
43.0,3.0,-1.38,white
41.0,3.6,1.06,white
35.5,3.4,-0.85,white
40.0,3.3,-1.02,white
42.0,3.6,0.56,white
36.0,3.7,0.35,white
40.0,3.2,1.34,white
39.0,3.6,0.38,white
30.0,3.1,-0.7,white
33.0,3.4,1.19,white
30.0,3.9,0.33,white
36.0,2.6,0.74,white
39.0,2.9,1.19,white
41.0,3.5,0.92,white
39.0,3.1,-0.1,white
35.0,3.4,0.57,white
33.0,3.3,-0.92,white
42.0,3.9,2.31,white
34.0,3.6,0.57,white
32.0,3.5,-1.65,white
37.0,3.2,0.16,white
42.0,4.0,0.62,white
19.7,3.1,-0.91,black
47.0,2.5,-0.47,black
27.0,3.4,-0.03,white
35.0,3.8,-0.43,white
41.0,3.2,-0.48,white
39.0,3.2,0.23,white
38.0,2.8,0.82,white
35.0,3.2,0.48,white
33.0,2.9,-0.06,white
44.0,2.2,-0.45,white
41.0,3.6,-1.21,white
28.5,3.5,0.78,white
42.0,2.9,0.55,white
38.0,3.7,-0.53,white
40.0,3.9,0.6,white
36.0,3.3,-0.54,white
30.0,2.2,-1.6,black
30.0,3.5,-0.21,black
39.0,3.1,-0.25,white
44.0,3.3,-0.06,white
43.0,3.2,1.34,white
41.0,3.5,-2.24,white
25.5,2.6,-1.83,black
36.0,3.1,0.39,white
39.0,3.5,1.44,white
26.7,3.5,-0.28,white
40.0,3.7,-0.75,white
32.0,2.7,0.01,black
42.0,2.6,0.49,white
43.0,2.6,1.14,white
32.0,3.3,0.54,white
35.0,2.3,0.49,white
42.0,3.0,0.44,white
41.0,2.9,0.45,white
26.0,3.1,-0.84,black
34.0,2.7,0.89,white
35.0,3.1,0.39,white
30.3,2.7,0.3,white
38.0,2.9,-0.51,white
48.0,3.2,0.81,white
41.0,3.3,0.26,white
38.0,3.7,-0.54,white
39.0,3.1,0.81,white
42.0,4.0,0.97,white
48.0,3.2,-0.21,white
41.0,3.5,-1.14,white
34.0,2.9,0.33,white
37.0,3.6,-0.02,white
41.0,3.4,-0.24,white
41.0,3.1,0.02,white
32.5,2.8,-0.94,white
27.0,3.7,0.45,white
47.0,3.1,0.86,white
33.3,2.7,0.63,white
37.0,3.2,-0.48,white
36.0,3.4,0.04,white
33.0,3.0,0.45,white
34.0,3.9,0.12,white
47.0,3.2,1.59,white
32.5,3.5,0.14,white
35.0,2.9,0.8,white
33.0,3.3,-0.36,white
36.0,3.0,-0.94,white
42.0,3.6,0.27,white
28.0,2.4,0.46,white
39.0,2.4,0.82,white
36.5,3.3,1.67,white
37.0,3.7,0.81,white
38.0,2.9,-1.78,white
42.0,2.8,1.44,white
39.0,3.8,-0.37,white
42.0,3.4,0.52,white
40.0,3.5,-0.95,white
34.0,3.0,0.39,white
44.0,2.7,-0.16,white
35.0,3.5,-1.33,white
36.0,3.0,1.59,white
45.0,3.4,-0.3,white
28.0,2.4,-0.05,white
45.0,3.8,1.24,white
35.0,3.2,-1.03,white
34.0,2.7,0.43,black
29.5,3.5,-0.58,white
47.0,3.3,0.83,white
42.0,2.7,-0.51,white
31.0,3.9,1.37,white
30.0,3.4,-0.26,black
19.0,2.4,-1.26,black
40.0,3.1,1.26,white
33.5,3.4,0.61,white
24.0,2.6,-1.19,white
36.0,3.4,0.01,white
41.0,3.4,0.26,white
39.0,3.4,1.31,white
30.0,2.2,-0.43,white
32.0,3.4,1.16,white
33.0,3.4,0.16,white
39.5,3.3,0.36,white
36.0,3.2,-1.56,white
36.0,3.2,-0.33,white
32.0,2.8,-0.38,white
33.5,3.2,-0.83,white
39.0,3.1,0.02,white
37.0,2.8,0.34,white
36.5,3.4,-1.47,white
40.0,3.2,0.56,white
47.0,3.2,0.46,white
36.0,2.5,0.08,white
39.0,3.1,0.48,white
32.0,3.4,-1.75,white
35.0,3.0,-0.09,white
42.0,3.6,-0.19,white
43.0,3.4,0.81,white
28.0,2.5,-1.17,black
32.0,2.2,-1.78,black
37.0,3.8,1.08,white
40.0,3.4,-1.06,white
38.0,2.8,-1.33,white
41.0,3.4,-0.28,white
34.0,3.5,0.19,white
37.0,3.5,0.54,white
42.0,3.9,0.32,white
39.0,2.9,-0.14,white
39.0,3.0,-0.81,white
35.0,3.6,0.2,white
30.0,3.1,2.12,white
41.0,3.8,-0.32,white
37.0,3.0,0.34,white
28.0,3.3,-1.47,white
42.0,3.7,0.28,white
34.0,3.4,0.37,white
36.0,3.9,1.99,white
32.0,2.8,-1.36,white
42.0,3.9,0.31,white
39.0,3.5,0.73,white
44.0,2.7,-0.98,white
44.0,2.1,0.36,white
39.0,3.9,0.22,white
42.0,3.4,-0.12,white
38.0,3.9,-0.15,white
41.0,3.5,0.34,white
39.0,3.1,-1.16,white
42.0,3.8,1.56,white
36.0,3.9,1.71,white
28.0,3.0,-1.77,black
37.0,2.6,-1.76,white
43.0,3.5,0.64,white
19.0,2.5,-2.04,black
38.0,3.2,0.13,white
37.0,3.4,0.98,white
35.0,3.5,0.96,white
33.0,3.3,-0.3,white
45.0,2.3,1.01,white
37.0,3.5,1.32,white
36.0,3.1,0.94,white
34.0,2.5,-1.0,white
39.0,4.0,2.07,white
43.0,3.5,-0.85,white
32.0,3.5,1.34,white
31.0,2.7,-0.16,white
45.0,3.7,-0.94,white
42.0,2.9,0.26,white
35.0,2.9,-0.56,white
27.0,3.2,-0.82,white
38.0,2.7,1.17,black
35.5,2.8,0.16,white
40.0,3.3,0.16,white
39.0,3.2,-0.71,white
41.0,3.0,0.13,white
45.0,3.7,1.67,white
30.0,3.3,-0.48,white
40.0,3.8,0.57,white
41.0,3.4,1.57,white
30.5,3.6,1.54,white
36.0,3.4,-0.23,white
36.0,3.3,0.83,white
38.0,2.8,0.44,white
33.0,3.7,-0.73,white
41.0,3.7,0.42,white
45.0,3.8,1.12,white
28.0,3.5,0.04,white
41.0,3.8,0.44,white
39.0,3.0,-1.09,white
23.0,2.7,-1.57,black
43.0,3.6,0.38,white
40.0,3.1,1.22,white
40.0,3.2,1.83,white
37.0,3.1,0.26,white
35.5,3.6,-1.23,white
38.0,2.9,-0.92,white
34.0,3.3,0.68,white
31.0,3.7,-1.08,white
39.0,3.0,-0.42,white
37.0,3.4,1.22,white
23.0,3.2,-0.56,black
34.5,3.8,-0.09,white
