X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,Y,A
-0.06,2.8,69,-0.27,45.0,832.6315549999998,3,0.0,4,0.0,1,1
0.0,2.6,69,-0.36,42.0,765.263136,4,1.0,4,0.0,0,1
0.94,3.2,67,0.99,32.0,667.3684059999998,3,1.0,2,0.0,0,1
-0.67,3.5,65,-0.61,37.0,776.315771,3,0.0,2,0.0,1,1
0.51,3.8,69,0.35,43.0,901.052609,4,0.0,6,0.0,1,1
-0.58,3.5,69,0.0,33.0,713.157879,4,0.0,3,0.0,1,1
-0.66,3.3,66,-0.71,22.0,519.473676,3,0.0,1,0.0,1,0
0.96,3.0,68,0.85,42.0,805.263136,3,0.0,3,0.0,1,1
-0.36,3.1,68,-0.49,32.0,657.3684059999998,4,1.0,2,0.0,1,1
0.13,2.9,68,-0.41,34.0,668.9473519999998,3,1.0,2,0.0,1,1
1.06,3.5,69,1.82,45.0,902.631555,3,1.0,5,1.0,1,1
1.03,3.4,63,0.71,36.0,750.526298,4,0.0,5,0.0,1,1
0.63,3.9,69,0.89,48.0,989.999974,4,1.0,5,0.0,1,1
1.25,3.3,68,0.28,42.0,835.263136,3,0.0,3,0.0,1,1
-0.87,2.2,63,0.15,36.0,630.526298,3,1.0,2,0.0,1,1
0.4,3.6,66,0.67,48.0,959.999974,4,0.0,6,0.0,1,1
-0.25,3.1,67,0.04,38.0,752.1052440000002,4,0.0,3,0.0,1,0
-1.46,2.1,46,-2.18,38.0,652.1052440000002,5,0.0,3,0.0,1,1
-0.04,3.6,68,0.14,43.0,881.052609,4,1.0,6,0.0,1,1
0.23,3.7,70,-0.15,36.0,780.526298,3,0.0,4,0.0,1,1
-1.68,2.7,62,-1.28,20.5,435.7894665,3,1.0,1,0.0,0,0
0.0,3.4,62,0.0,38.0,782.1052440000002,1,0.0,6,0.0,1,1
1.43,3.7,67,1.23,46.0,938.421028,3,1.0,4,0.0,1,1
1.12,3.7,67,1.19,45.0,922.631555,4,0.0,6,0.0,0,1
-1.31,3.2,69,-0.62,34.0,698.9473519999998,3,1.0,3,0.0,1,1
-0.27,3.0,69,0.24,37.0,726.315771,4,1.0,3,0.0,1,1
1.79,3.6,64,1.53,39.0,817.894717,1,0.0,3,0.0,1,1
-0.4,3.7,67,-0.19,45.0,922.631555,4,1.0,5,0.0,1,1
-1.12,2.6,65,-2.05,29.0,559.999987,3,1.0,5,1.0,0,0
1.63,3.6,68,2.02,38.0,802.1052440000002,3,1.0,4,0.0,1,1
-0.47,3.0,69,-0.25,40.0,773.6841900000002,4,1.0,4,0.0,1,1
-0.86,2.1,69,-0.57,45.0,762.6315549999998,5,1.0,3,0.0,0,1
-0.15,3.7,68,-0.48,42.0,875.2631359999998,4,0.0,4,0.0,1,0
-0.38,3.2,67,-0.52,30.5,643.6841965,4,0.0,3,0.0,1,1
-0.86,3.6,67,0.0,35.0,754.736825,4,1.0,3,0.0,1,1
-0.23,3.3,67,-0.02,34.5,716.8420884999998,3,0.0,3,0.0,1,1
-0.57,3.2,68,-0.23,37.0,746.315771,4,1.0,4,0.0,1,1
-0.89,3.4,58,-0.74,41.0,829.473663,1,1.0,3,0.0,1,1
0.0,3.9,60,0.0,36.0,800.526298,0,0.0,3,0.0,0,1
1.47,2.6,45,1.01,33.0,623.157879,3,1.0,2,0.0,1,1
0.0,3.2,69,-0.1,35.0,714.736825,4,0.0,3,0.0,1,1
-0.02,3.1,66,0.17,34.0,688.9473519999998,3,0.0,3,0.0,1,1
1.7,3.3,69,1.37,41.0,819.473663,3,1.0,3,0.0,1,1
-0.1,3.3,64,0.34,40.0,803.6841900000002,4,1.0,3,0.0,1,1
-0.42,3.1,69,0.52,42.0,815.263136,2,1.0,3,0.0,1,1
-0.71,3.0,65,-1.31,37.0,726.315771,4,1.0,3,0.0,1,1
0.0,3.7,70,0.06,43.0,891.052609,4,1.0,6,0.0,1,1
-0.9,3.4,62,-0.97,39.0,797.894717,3,0.0,5,0.0,1,0
-0.95,3.0,61,-0.03,34.0,678.9473519999998,2,0.0,3,1.0,1,1
0.27,2.7,64,-0.22,25.0,506.842095,2,0.0,4,0.0,1,0
1.55,3.0,69,0.96,36.0,710.526298,4,1.0,4,0.0,1,1
-0.34,3.3,46,-0.66,26.0,582.631568,3,0.0,3,0.0,1,1
1.28,3.9,69,0.87,48.0,989.999974,4,1.0,6,0.0,1,1
-2.45,2.9,68,-3.35,21.0,463.684203,4,0.0,4,0.0,0,0
-0.11,3.8,61,-0.11,39.0,837.894717,3,1.0,4,0.0,1,1
0.73,3.5,69,0.71,32.0,697.3684059999998,3,0.0,4,0.0,1,0
-1.11,3.9,69,-0.61,45.0,942.631555,4,1.0,5,0.0,1,1
0.0,3.9,69,0.0,43.0,911.052609,3,1.0,5,0.0,0,1
0.0,2.6,61,-2.08,34.0,638.9473519999998,2,0.0,4,0.0,0,0
0.81,3.6,69,0.6,45.0,912.631555,3,1.0,5,0.0,1,1
-1.34,2.5,69,-1.09,31.0,581.578933,4,1.0,3,0.0,1,0
-0.52,3.4,68,-1.4,34.0,718.9473519999998,4,0.0,2,0.0,1,1
-2.54,3.0,68,-2.25,42.0,805.263136,2,1.0,6,0.0,1,0
0.34,3.3,67,0.56,39.0,787.894717,3,1.0,4,0.0,1,1
0.67,3.7,69,0.95,34.0,748.9473519999998,3,1.0,4,0.0,1,1
-0.45,3.2,69,-0.07,40.0,793.6841900000002,4,0.0,5,0.0,1,1
-0.18,3.4,67,-0.38,19.5,489.9999935,4,1.0,3,0.0,1,1
-1.23,3.3,66,-0.98,29.0,629.999987,4,0.0,5,0.0,0,1
-1.61,2.7,66,-1.56,34.0,648.9473519999998,3,1.0,5,0.0,1,0
-0.9,3.2,68,-1.19,35.0,714.736825,3,1.0,3,0.0,1,1
0.6,3.9,69,0.44,43.0,911.052609,4,1.0,6,0.0,1,1
-0.5,3.6,67,-0.46,44.0,896.842082,2,1.0,6,0.0,1,1
0.46,3.6,61,0.39,38.0,802.1052440000002,5,1.0,3,0.0,1,1
1.14,3.9,69,1.21,33.0,753.157879,2,0.0,2,0.0,0,1
-0.47,3.5,69,-0.71,42.0,855.2631359999998,4,0.0,3,0.0,1,1
0.0,2.5,66,-1.67,36.0,660.526298,4,0.0,6,0.0,0,0
-0.11,3.1,64,1.15,38.0,752.1052440000002,3,1.0,3,1.0,0,1
-0.38,2.8,67,-0.75,35.0,674.736825,4,1.0,3,0.0,1,0
-0.77,3.4,69,-0.36,33.0,703.157879,4,1.0,3,0.0,1,0
-1.1,2.9,66,-0.56,31.0,621.578933,5,1.0,4,0.0,1,1
0.0,3.3,64,0.0,40.0,803.6841900000002,1,0.0,4,0.0,1,1
-0.7,3.5,69,-0.49,39.0,807.894717,4,1.0,5,0.0,1,1
-1.05,3.6,67,-0.93,41.5,857.3683994999999,5,0.0,4,0.0,1,1
-0.2,2.7,67,-0.03,35.0,664.736825,4,1.0,3,0.0,1,1
0.0,3.4,69,0.0,38.0,782.1052440000002,3,0.0,4,0.0,1,1
0.0,3.1,69,0.0,45.0,862.631555,4,1.0,4,0.0,1,1
1.21,4.0,70,0.92,42.0,905.263136,4,0.0,4,0.0,1,1
1.3,3.1,69,0.84,34.0,688.9473519999998,3,0.0,2,0.0,1,1
-0.52,3.9,66,-0.04,37.0,816.315771,4,0.0,3,0.0,1,0
1.05,2.9,58,0.79,46.0,858.421028,3,1.0,3,0.0,1,1
-0.21,3.5,68,-0.3,42.0,855.2631359999998,4,1.0,4,0.0,0,1
2.26,2.8,62,1.9,35.0,674.736825,4,0.0,2,0.0,1,1
0.72,2.4,66,0.8,35.0,634.736825,4,1.0,2,0.0,1,1
-0.68,3.2,65,-0.73,42.0,825.263136,3,0.0,5,0.0,1,1
-0.36,3.1,68,-0.41,27.5,586.3157775000002,4,1.0,2,0.0,1,1
0.0,3.8,57,-0.76,29.0,679.999987,3,0.0,3,0.0,0,1
-0.42,3.3,57,-0.36,32.0,677.3684059999998,4,1.0,2,0.0,0,1
0.3,3.7,69,-0.33,48.0,969.999974,5,1.0,6,0.0,1,1
0.0,3.8,68,0.0,33.0,743.157879,3,1.0,3,0.0,0,1
-2.04,2.7,65,-2.22,32.0,617.3684059999998,2,1.0,5,0.0,1,0
-0.04,3.5,67,0.28,39.0,807.894717,3,0.0,4,0.0,1,1
1.91,3.9,69,1.6,42.0,895.2631359999998,4,0.0,6,0.0,1,1
0.04,4.0,62,0.36,29.0,699.999987,2,0.0,3,0.0,0,0
0.21,3.8,69,0.15,39.0,837.894717,4,1.0,4,0.0,1,1
0.23,3.1,62,0.1,47.0,894.210501,3,0.0,5,0.0,1,1
0.27,3.1,69,1.57,42.0,815.263136,4,1.0,6,0.0,1,1
1.03,2.5,69,1.34,41.0,739.473663,4,1.0,3,0.0,1,1
0.0,3.2,65,-2.74,28.5,612.1052505,3,1.0,4,0.0,0,0
-1.26,3.5,66,-1.69,37.0,776.315771,4,0.0,5,0.0,1,1
1.17,3.8,69,1.43,41.0,869.4736630000001,3,1.0,4,0.0,1,1
1.93,3.4,67,1.58,39.5,805.7894535,3,0.0,3,0.0,1,1
-1.07,3.3,66,-0.9,32.5,685.2631425,3,1.0,2,0.0,1,1
-0.92,3.6,58,-0.98,35.0,754.736825,3,1.0,6,0.0,1,1
0.19,2.0,64,1.04,44.0,736.842082,4,1.0,5,0.0,1,1
-0.15,3.3,52,-0.7,37.0,756.315771,3,1.0,4,1.0,1,1
0.88,3.3,68,1.36,45.0,882.631555,4,1.0,4,0.0,1,1
0.0,3.1,50,0.0,35.0,704.736825,3,1.0,3,0.0,0,1
0.0,3.1,68,0.2,36.5,728.4210345,4,0.0,3,0.0,0,1
1.96,3.5,65,2.22,45.0,902.631555,3,1.0,4,0.0,1,1
-0.27,3.4,69,-0.48,45.0,892.631555,3,1.0,5,0.0,1,1
0.0,2.6,67,0.0,41.0,749.473663,4,1.0,4,0.0,1,1
1.29,3.4,67,1.77,37.0,766.315771,3,0.0,2,0.0,1,1
-0.58,3.5,68,-0.19,46.0,918.421028,4,1.0,6,0.0,1,1
-0.59,2.6,56,-0.34,39.0,717.894717,4,0.0,4,0.0,1,1
0.18,3.0,68,0.75,44.0,836.842082,4,0.0,5,0.0,1,1
-0.23,2.4,65,-0.33,37.0,666.315771,3,0.0,3,0.0,1,1
-0.09,3.1,68,-0.28,30.0,625.78946,4,1.0,2,0.0,1,1
-0.22,3.5,64,0.02,37.0,776.315771,4,0.0,3,0.0,1,1
1.72,3.9,69,1.84,47.0,974.210501,5,1.0,6,0.0,1,1
0.0,2.8,69,-2.23,26.0,532.631568,4,0.0,3,1.0,0,1
1.62,3.8,68,1.98,38.0,822.1052440000002,3,1.0,3,0.0,1,1
1.01,2.9,59,1.68,44.0,826.842082,3,0.0,3,1.0,1,1
-2.06,2.6,69,-2.07,24.0,481.052622,3,0.0,4,0.0,1,0
-0.76,3.0,69,-0.32,39.0,757.894717,4,1.0,5,0.0,1,1
-0.41,3.3,68,-0.17,37.0,756.315771,3,1.0,5,0.0,1,1
-0.82,3.1,68,-0.24,33.0,673.157879,5,1.0,4,0.0,1,1
-1.74,3.5,66,-1.99,42.0,855.2631359999998,4,0.0,5,0.0,1,1
2.2,3.9,71,2.0,38.0,832.1052440000002,4,0.0,5,0.0,1,1
1.32,0.0,68,0.54,46.0,0.0,4,1.0,5,0.0,1,1
-1.55,3.3,68,-1.33,42.0,835.263136,3,1.0,3,0.0,1,1
-0.65,3.2,69,0.87,35.0,714.736825,5,1.0,3,0.0,1,1
-0.66,2.9,66,0.48,45.0,842.631555,4,1.0,5,0.0,1,1
0.0,3.5,68,0.0,38.0,792.1052440000002,2,0.0,3,1.0,0,1
0.0,3.5,57,0.0,40.0,823.6841900000002,4,0.0,4,0.0,0,1
-0.61,3.2,68,-0.4,35.0,714.736825,3,0.0,3,0.0,0,1
0.0,3.1,64,-1.48,35.5,712.6315615,3,1.0,3,0.0,0,1
1.08,2.9,67,1.16,37.0,716.315771,3,1.0,3,0.0,1,1
1.16,3.5,63,0.5,39.0,807.894717,4,1.0,5,0.0,0,1
2.06,2.6,66,1.6,33.5,631.0526155,4,1.0,2,0.0,1,1
0.11,3.6,65,-0.03,34.0,738.9473519999998,4,1.0,4,0.0,1,1
0.0,3.4,66,1.61,39.0,797.894717,0,0.0,6,0.0,1,1
0.82,3.0,61,0.65,30.0,615.78946,3,1.0,3,0.0,1,1
1.46,3.3,67,1.34,35.0,724.736825,4,1.0,3,0.0,1,1
-2.26,2.3,64,-1.17,28.0,514.210514,2,0.0,2,0.0,0,0
-1.14,2.6,68,-0.79,33.0,623.157879,3,0.0,3,0.0,1,0
-0.36,3.0,69,-0.39,33.0,663.157879,4,0.0,3,0.0,1,1
0.0,4.0,65,-0.28,37.0,826.315771,2,1.0,4,0.0,0,1
-0.04,2.7,62,0.34,42.0,775.263136,4,1.0,5,0.0,1,0
-1.02,2.5,68,-0.08,26.0,502.631568,5,1.0,2,1.0,1,0
0.0,2.5,69,-0.84,33.0,613.157879,3,0.0,3,0.0,0,0
-0.46,3.8,69,-0.11,41.0,869.4736630000001,3,0.0,4,0.0,1,1
0.41,3.0,60,0.74,35.0,694.736825,2,1.0,3,1.0,1,1
0.0,2.7,65,0.21,28.0,554.210514,3,1.0,3,0.0,1,0
0.17,3.7,67,-0.63,46.0,938.421028,3,1.0,5,0.0,1,1
0.0,3.5,69,-0.26,45.0,902.631555,3,0.0,6,0.0,1,1
1.94,0.0,65,2.41,35.0,0.0,4,1.0,3,1.0,1,1
-0.25,3.5,68,-0.18,39.0,807.894717,4,1.0,4,0.0,1,1
-1.27,3.4,67,-0.85,47.0,924.210501,3,1.0,6,0.0,1,1
-0.84,2.9,54,-0.39,45.0,842.631555,5,1.0,4,0.0,1,1
-0.23,3.1,69,0.01,42.0,815.263136,3,0.0,4,0.0,1,1
-0.63,3.1,67,-0.85,34.0,688.9473519999998,3,1.0,2,0.0,1,1
-2.13,2.8,68,-1.86,33.0,643.157879,4,1.0,4,0.0,0,0
1.85,3.3,68,0.9,35.0,724.736825,3,1.0,3,0.0,1,1
0.25,2.6,66,0.66,28.0,544.210514,3,1.0,2,0.0,1,1
0.73,2.7,68,0.48,43.0,791.052609,4,1.0,5,0.0,1,1
0.0,3.6,69,0.0,36.0,770.526298,2,0.0,6,0.0,1,1
0.18,3.5,69,-0.28,35.0,744.736825,4,0.0,2,0.0,1,1
0.28,2.1,61,-0.1,43.0,731.052609,4,1.0,3,1.0,1,1
-1.11,2.9,57,-0.71,25.5,534.7368315,2,0.0,4,1.0,1,0
0.0,3.9,70,0.0,39.0,847.894717,2,1.0,6,0.0,1,0
-1.25,3.3,67,-1.21,38.0,772.1052440000002,5,1.0,6,0.0,1,1
1.16,2.6,63,1.22,41.0,749.473663,1,1.0,3,0.0,1,1
0.0,3.9,70,0.6,39.0,847.894717,4,0.0,6,0.0,1,1
0.36,3.3,65,-0.08,39.0,787.894717,4,0.0,3,0.0,1,1
0.01,3.7,69,0.03,30.7,696.8420911000002,3,0.0,3,0.0,1,1
-1.1,2.6,68,-0.21,31.0,591.578933,4,1.0,3,0.0,1,0
0.88,3.1,67,0.48,43.0,831.052609,3,1.0,4,0.0,1,1
-0.24,3.5,69,-0.49,47.0,934.210501,4,1.0,6,0.0,1,1
1.24,3.6,68,0.14,43.0,881.052609,5,1.0,5,0.0,1,1
0.89,3.3,66,0.46,42.0,835.263136,2,1.0,5,0.0,0,1
0.1,3.6,69,0.13,46.0,928.421028,4,0.0,5,0.0,1,1
1.44,3.7,69,0.85,42.0,875.2631359999998,3,1.0,4,0.0,1,1
0.0,3.6,62,0.0,43.0,881.052609,3,0.0,6,0.0,1,1
0.98,3.3,69,1.17,38.0,772.1052440000002,4,0.0,3,0.0,1,1
0.0,2.9,64,0.13,34.5,676.8420884999998,4,0.0,5,1.0,1,1
-1.09,2.6,65,-0.33,30.0,575.78946,1,0.0,5,0.0,1,0
0.63,3.7,68,0.75,35.0,764.736825,3,1.0,4,0.0,1,1
-1.25,3.5,68,-1.15,32.0,697.3684059999998,3,0.0,4,0.0,1,0
-0.04,3.4,69,0.47,35.0,734.736825,4,1.0,3,0.0,1,1
0.0,3.9,68,0.0,47.0,974.210501,5,0.0,6,0.0,0,1
-0.27,2.8,61,-0.45,30.3,600.5263018999998,3,0.0,5,1.0,1,1
1.67,3.9,69,1.66,40.0,863.6841900000002,4,1.0,4,0.0,1,1
0.0,2.8,70,0.0,37.0,706.315771,4,0.0,3,0.0,0,1
-0.78,3.6,69,0.0,35.0,754.736825,2,1.0,4,0.0,1,0
0.22,3.1,69,0.34,43.0,831.052609,4,1.0,4,0.0,1,1
-1.2,3.0,68,-1.52,39.0,757.894717,4,1.0,3,0.0,1,1
1.45,3.5,67,1.27,46.0,918.421028,5,1.0,6,0.0,0,1
0.13,3.5,69,-0.24,39.0,807.894717,3,1.0,4,0.0,1,1
0.0,2.6,65,-1.8,34.0,638.9473519999998,3,1.0,3,0.0,0,0
-0.35,3.4,52,-0.82,40.0,813.6841900000002,4,1.0,4,1.0,0,1
0.0,3.8,68,0.0,30.0,695.78946,3,0.0,3,0.0,0,1
-1.28,2.6,52,-1.3,34.0,638.9473519999998,2,1.0,4,1.0,0,1
-1.69,3.0,67,-0.3,37.0,726.315771,3,1.0,4,0.0,0,1
-0.11,3.5,69,-0.88,33.0,713.157879,4,1.0,4,0.0,1,1
0.0,3.7,47,0.0,34.0,748.9473519999998,3,0.0,4,1.0,0,1
-0.39,3.0,69,-0.52,36.0,710.526298,4,0.0,3,0.0,1,0
-1.88,2.7,67,-1.12,19.5,419.9999935,3,1.0,4,0.0,0,0
-0.65,3.0,59,-1.11,36.0,710.526298,4,1.0,3,0.0,1,1
0.41,3.8,59,-0.09,34.5,766.8420884999998,3,0.0,4,1.0,1,1
-0.2,3.3,69,-0.46,0.0,0.0,4,0.0,3,0.0,1,1
0.12,3.3,69,-0.2,36.0,740.526298,3,0.0,5,0.0,1,1
-0.73,3.4,67,-0.45,39.0,797.894717,4,1.0,4,0.0,1,1
0.0,3.9,68,0.0,35.0,784.736825,3,1.0,5,0.0,1,1
-0.1,2.7,62,-0.26,36.0,680.526298,1,1.0,3,0.0,1,0
0.86,2.7,68,1.05,40.0,743.6841900000002,4,1.0,3,0.0,1,1
-0.9,3.0,70,-0.52,34.0,678.9473519999998,4,0.0,3,0.0,1,1
2.45,3.4,69,1.81,32.5,695.2631425,4,0.0,3,0.0,1,1
0.95,3.3,65,1.31,33.0,693.157879,3,0.0,2,0.0,1,1
-0.16,3.2,67,-0.69,44.0,856.842082,5,1.0,5,0.0,1,1
-1.35,3.3,46,-1.24,33.0,693.157879,4,0.0,3,0.0,1,1
0.0,2.6,54,0.0,34.0,638.9473519999998,2,1.0,2,0.0,0,0
0.56,3.7,69,0.61,34.0,748.9473519999998,3,1.0,4,0.0,1,1
1.18,3.4,68,1.33,34.5,726.8420884999998,4,1.0,3,0.0,1,1
-0.62,2.9,64,-0.24,35.0,684.736825,4,1.0,4,0.0,1,1
0.89,2.6,48,1.04,45.0,812.6315549999998,4,1.0,1,0.0,1,1
1.82,3.1,69,1.98,33.0,673.157879,3,0.0,2,0.0,1,1
0.0,3.4,65,0.0,38.0,782.1052440000002,3,1.0,6,0.0,0,1
0.67,3.6,68,0.97,40.0,833.6841900000002,4,1.0,4,0.0,1,1
-2.66,2.5,66,-2.54,32.0,597.3684059999998,3,1.0,4,0.0,0,0
-1.26,3.4,63,-1.17,40.5,821.5789265,3,1.0,4,0.0,1,1
0.59,3.4,69,0.92,32.0,687.3684059999998,4,1.0,2,0.0,1,1
-1.22,3.6,56,-1.17,30.0,675.78946,2,0.0,5,0.0,1,0
0.0,3.7,63,0.0,48.0,969.999974,5,0.0,6,0.0,1,1
-0.24,3.5,68,0.03,38.0,792.1052440000002,4,1.0,4,0.0,1,1
0.72,3.5,68,0.57,46.0,918.421028,4,1.0,6,0.0,1,1
-1.17,3.6,69,-0.62,44.0,896.842082,3,0.0,5,0.0,0,0
0.0,2.8,68,-2.38,19.5,429.9999935,3,0.0,1,0.0,0,0
-1.86,2.8,69,-1.06,27.0,548.4210410000002,3,0.0,1,0.0,1,0
0.0,1.5,62,0.0,27.0,418.421041,1,1.0,1,0.0,0,0
1.88,3.2,63,1.97,40.0,793.6841900000002,4,0.0,5,0.0,1,1
1.14,3.4,68,0.56,43.0,861.052609,4,1.0,5,0.0,1,1
0.92,3.7,69,0.89,45.0,922.631555,4,0.0,5,0.0,1,0
0.64,2.4,63,0.8,33.5,611.0526155,4,1.0,3,0.0,1,1
1.4,2.8,63,1.09,40.0,753.6841900000002,4,1.0,4,0.0,1,1
-0.34,3.8,69,-0.08,30.0,695.78946,5,1.0,4,0.0,1,1
-1.13,3.4,69,-1.04,33.0,703.157879,3,1.0,3,0.0,1,1
0.28,3.2,68,0.41,40.0,793.6841900000002,5,0.0,4,0.0,1,1
1.43,3.0,61,1.15,36.0,710.526298,4,1.0,5,0.0,1,1
-0.36,2.5,67,-0.5,40.0,723.6841900000002,3,1.0,3,0.0,1,1
0.2,3.4,69,-0.36,28.0,624.210514,3,1.0,3,1.0,1,1
-0.25,3.0,69,-0.24,34.0,678.9473519999998,4,0.0,3,0.0,1,1
-0.95,2.5,68,-1.13,36.0,660.526298,2,1.0,2,0.0,1,1
0.0,3.1,64,0.0,30.0,625.78946,4,1.0,3,0.0,0,1
0.39,3.3,68,0.27,36.0,740.526298,4,1.0,5,0.0,1,1
-0.4,3.3,69,0.15,39.0,787.894717,4,0.0,3,0.0,1,1
0.0,3.3,67,0.0,35.0,724.736825,4,1.0,2,0.0,1,1
-0.68,3.0,62,-0.52,41.0,789.473663,5,1.0,3,0.0,1,1
-0.25,3.4,68,-0.65,33.0,703.157879,3,0.0,2,0.0,1,1
-0.44,2.9,63,-0.63,29.0,589.999987,1,1.0,2,0.0,1,1
0.16,3.7,56,0.13,41.0,859.4736630000001,3,1.0,4,0.0,1,1
1.21,3.5,66,1.02,44.0,886.842082,4,1.0,5,0.0,0,1
0.0,3.8,68,0.0,35.0,774.736825,4,0.0,2,0.0,0,1
0.0,3.5,69,-0.32,44.0,886.842082,4,0.0,6,0.0,1,1
-0.27,3.6,67,-0.26,17.0,470.526311,2,1.0,1,0.0,1,0
2.05,3.1,68,1.61,44.0,846.842082,4,1.0,3,0.0,1,1
0.0,2.8,66,0.0,28.0,564.210514,2,0.0,4,0.0,0,0
0.44,3.0,65,0.24,38.0,742.1052440000002,5,1.0,3,0.0,1,1
0.24,3.2,69,0.64,32.0,667.3684059999998,3,0.0,3,0.0,1,1
0.0,3.3,68,-0.68,38.0,772.1052440000002,3,1.0,4,0.0,0,1
0.98,3.1,68,0.55,37.0,736.315771,3,1.0,3,0.0,1,1
0.7,2.4,62,1.61,41.0,729.473663,3,1.0,3,0.0,1,1
1.24,3.6,69,1.46,36.0,770.526298,4,1.0,5,0.0,1,1
0.58,3.9,61,0.03,34.0,768.9473519999998,4,0.0,4,0.0,0,1
0.0,2.7,69,-1.42,30.0,585.78946,3,0.0,0,1.0,0,1
0.0,2.5,56,0.42,35.0,644.736825,2,1.0,4,0.0,1,1
-0.7,3.3,69,-0.45,37.0,756.315771,5,0.0,5,0.0,1,1
0.94,3.8,69,1.08,42.0,885.2631359999998,4,0.0,6,0.0,1,1
0.0,3.8,63,0.0,38.0,822.1052440000002,3,0.0,4,0.0,0,1
-0.49,2.3,68,-0.92,40.0,703.6841900000002,5,1.0,3,0.0,1,1
0.44,3.1,69,0.79,37.0,736.315771,4,1.0,2,0.0,1,1
0.68,3.0,69,0.84,41.0,789.473663,4,1.0,3,0.0,1,1
0.0,2.6,65,0.0,26.0,512.631568,2,1.0,3,0.0,0,0
-1.2,3.2,69,-1.05,38.0,762.1052440000002,4,1.0,4,0.0,1,1
-1.34,3.3,68,-1.29,32.0,677.3684059999998,4,1.0,3,0.0,1,1
0.01,3.4,65,-0.23,35.0,734.736825,5,1.0,3,0.0,1,1
-0.3,3.4,69,-0.75,39.0,797.894717,4,0.0,5,0.0,1,0
-0.89,2.7,65,-0.87,37.0,696.315771,3,1.0,2,0.0,1,1
-0.74,3.1,68,-0.89,31.0,641.578933,3,0.0,3,0.0,1,0
-1.0,2.6,68,-0.28,33.0,623.157879,4,0.0,3,0.0,1,0
-0.05,3.8,69,0.06,41.0,869.4736630000001,3,1.0,4,0.0,0,1
0.0,2.5,65,-1.63,35.0,644.736825,2,1.0,5,0.0,1,1
0.0,3.2,57,-0.36,33.0,683.157879,3,1.0,2,1.0,0,1
-0.29,3.5,69,-0.65,44.0,886.842082,4,0.0,5,0.0,1,1
-0.72,2.8,69,-0.22,29.0,579.999987,3,1.0,3,0.0,1,1
-0.82,2.1,67,-0.66,28.0,494.210514,3,1.0,3,0.0,0,0
-0.42,2.1,68,0.07,44.0,746.842082,5,1.0,3,0.0,1,1
0.0,2.8,67,0.75,35.0,674.736825,3,1.0,3,0.0,1,1
0.89,3.8,68,0.47,41.0,869.4736630000001,4,0.0,4,0.0,1,1
0.45,3.5,69,0.67,44.0,886.842082,4,0.0,6,0.0,1,0
0.89,3.0,68,1.14,38.0,742.1052440000002,5,1.0,3,0.0,1,1
1.04,3.8,69,1.12,35.0,774.736825,4,0.0,5,0.0,1,1
0.98,3.7,69,1.15,44.0,906.842082,5,1.0,5,0.0,1,1
0.0,3.2,64,-1.17,37.0,746.315771,5,1.0,4,0.0,0,0
-0.08,3.5,69,0.35,38.0,792.1052440000002,4,1.0,4,0.0,1,1
-0.38,3.1,70,0.35,31.0,641.578933,3,1.0,4,0.0,1,0
-1.43,3.1,61,-0.94,35.0,704.736825,3,1.0,2,0.0,0,1
-0.64,2.9,69,-0.51,35.0,684.736825,4,1.0,3,0.0,1,1
0.31,3.4,69,0.51,45.0,892.631555,4,1.0,6,0.0,1,1
0.0,3.4,67,0.0,36.0,750.526298,3,0.0,6,0.0,1,1
0.38,2.9,69,0.34,37.0,716.315771,3,0.0,2,0.0,1,1
-0.68,3.2,62,-0.53,32.0,667.3684059999998,1,1.0,5,0.0,1,0
-0.16,2.5,65,0.16,39.0,707.894717,3,0.0,3,0.0,1,1
1.3,3.0,63,0.74,37.0,726.315771,4,1.0,3,0.0,1,1
-0.09,3.7,67,-0.43,45.0,922.631555,4,0.0,6,0.0,1,1
0.0,3.6,68,-0.6,38.0,802.1052440000002,2,0.0,4,0.0,0,0
0.86,2.8,66,1.05,44.0,816.842082,4,1.0,5,0.0,1,1
-1.29,3.7,64,-1.46,40.0,843.6841900000002,3,0.0,4,0.0,1,1
1.84,2.4,62,2.82,37.0,666.315771,4,1.0,5,0.0,1,1
-1.17,2.5,62,-0.16,34.0,628.9473519999998,3,1.0,3,1.0,1,0
1.22,3.6,69,0.84,37.0,786.315771,3,0.0,2,0.0,1,1
0.82,3.0,69,1.45,44.0,836.842082,4,1.0,3,0.0,1,1
0.89,3.1,67,0.5,41.0,799.473663,5,1.0,3,0.0,1,1
-0.77,3.5,70,-0.42,28.0,634.210514,3,0.0,4,0.0,1,0
-0.82,3.5,67,-0.85,41.5,847.3683994999999,3,1.0,5,0.0,0,1
0.14,2.9,68,0.03,29.0,589.999987,4,1.0,3,0.0,1,1
0.38,3.4,67,0.12,40.0,813.6841900000002,3,1.0,4,0.0,1,1
-0.23,2.0,66,-0.15,39.0,657.894717,4,1.0,3,0.0,1,1
-0.21,3.5,65,-0.13,31.5,689.4736695,4,1.0,4,0.0,1,1
0.0,2.9,56,-0.83,31.0,621.578933,3,1.0,3,1.0,0,1
1.09,3.9,70,1.31,46.0,958.421028,4,1.0,5,0.0,1,1
0.43,3.3,68,0.36,30.5,653.6841965,4,0.0,2,0.0,1,1
-0.43,3.3,61,-0.21,35.0,724.736825,2,0.0,5,0.0,1,1
